date,open,high,low,close,volume,dividends,stock splits,ticker,company_name,sector,return_1d,return_5d,return_20d,log_return,sma_20,sma_50,sma_200,ema_12,rsi_14,macd,macd_signal,atr_14,volatility_20d,volume_sma_20,volume_ratio,high_52w,low_52w,bb_middle,bb_upper,bb_lower
2011-02-23 00:00:00-05:00,12.649009108897618,12.723921829320066,12.29317368689099,12.304410934448242,29108376,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,,,,,,,,12.304410934448242,,0.0,0.0,,,,,,,,,
2011-02-24 00:00:00-05:00,12.285681624814222,12.435507051884379,12.173311705776975,12.394305229187012,22514738,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.007305859274180815,,,0.007279300761037982,,,,12.318240825946514,,0.007171054850955372,0.0014342109701910744,,,,,,,,,
2011-02-25 00:00:00-05:00,12.431762801734514,12.649010046557848,12.413034620240598,12.59657096862793,24698282,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.016319247888506805,,,0.016187520162114548,,,,12.361060847897502,,0.028842839947692767,0.006915936765691413,,,,,,,,,
2011-02-28 00:00:00-05:00,12.622789537368565,12.731413147779273,12.49543774753307,12.551621437072754,19145808,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.003568394261194041,,,-0.003574776166622095,,,,12.390377861616772,,0.041907747806003925,0.013914298973753916,,,,,,,,,
2011-03-01 00:00:00-05:00,12.634025815288663,12.634025815288663,12.042215860350407,12.094654083251953,30541342,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.036407037617553706,,,-0.03708631173172101,,,,12.344881895714492,,0.015212969352525363,0.014174033049508206,,,,,,,,,
2011-03-02 00:00:00-05:00,12.05719956135409,12.3193940922824,11.9485759430797,12.240735054016113,20941114,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.012078143761585114,-0.005175045012017376,,0.012005785039899209,,,,12.328859304683972,,0.005778072569846415,0.012494840953575849,,,,,,,,,
2011-03-03 00:00:00-05:00,12.139604720339989,12.577844744746033,12.135860101940121,12.334379196166992,19902089,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.007650205787286923,-0.004834965083714504,,0.007621091356306212,,,,12.329708518758283,,0.005790400418019814,0.011153952846464643,,,,,,,,,
2011-03-04 00:00:00-05:00,12.233243910966122,12.285682985997552,11.911118528087934,11.989777565002441,26730475,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.027938303637660034,-0.048171316236515604,,-0.028336002912256648,,,,12.277411448949692,,-0.021755517291472515,0.004572058818877212,,,,,,,,,
2011-03-07 00:00:00-05:00,12.034723508090364,12.162075290665541,11.675142653381055,11.798748970031738,27216605,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.015932622097035942,-0.05998208843499009,,-0.016060910795463245,,,,12.2037710675777,,-0.05832789894424906,-0.008007932733748042,,,,,,,,,
2011-03-08 00:00:00-05:00,11.798752331365549,11.963560517606942,11.757549648254045,11.862428665161133,26293291,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.005397156536776748,-0.019200666384695864,,0.005382644081346581,,,,12.151256851821305,,-0.08123690719243548,-0.02265372762548553,,,,,,,,,
2011-03-09 00:00:00-05:00,11.798751325314301,11.809987725330805,11.476626763016244,11.735074996948242,27083549,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.010735884851886701,-0.041309615381469045,,-0.01079393028353488,,,,12.087228874148526,,-0.10841905063814039,-0.0398067922280165,,,,,,,,,
2011-03-10 00:00:00-05:00,11.630198268915384,11.903629231964784,11.495355520820558,11.641434669494629,28089547,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.007979525267453713,-0.05617992731143706,,-0.008011532058905917,,,,12.018645150355619,,-0.13594994070571076,-0.059035421923555355,,,,,,,,,
2011-03-11 00:00:00-05:00,11.57401198183407,11.723837423604595,11.480371080727494,11.581502914428711,19630037,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.005148141682482121,-0.03405189532168329,,-0.005161439021229216,,,,11.951392498674556,,-0.16075132004361592,-0.07937860154756747,,,,,,,,,
2011-03-14 00:00:00-04:00,11.514081955929294,11.536556452802326,11.281853692677473,11.525320053100586,22379782,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.004851085540731548,-0.023174399050750916,,-0.004862890248765686,,,,11.885842891663176,30.228333444663562,-0.1828324999722124,-0.10006938123249647,0.3601165575524487,,,,,,,,
2011-03-15 00:00:00-04:00,11.203193376049501,11.577756964840379,11.135771590573272,11.401712417602539,27780192,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.010724876613278367,-0.03883827338929968,,-0.010782802641086301,,,,11.811361280269232,28.443825613585375,-0.20790944662298294,-0.12163739431059377,0.3609192169694509,,,,,,,,
2011-03-16 00:00:00-04:00,11.371748129127448,11.551539009235006,11.090825409418617,11.135772705078125,34602876,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.02332454133063755,-0.051069319286495274,,-0.023600863629110208,,,,11.707424576393677,22.277475857461866,-0.24640185258638247,-0.14659028596575152,0.3750990922343784,,,,,,,,
2011-03-17 00:00:00-04:00,11.31182255338829,11.566525409871188,11.158251576154687,11.218181610107422,21786732,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.007400375996513997,-0.03635746550176544,,0.007373127563921552,,,,11.632156427734254,17.9446837729368,-0.2671777924404264,-0.1707077872606865,0.387673941335966,,,,,,,,
2011-03-18 00:00:00-04:00,11.356763970857026,11.633940319371016,11.326798547308956,11.412947654724121,29519424,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.017361641252198856,-0.014553833034449903,,0.01721264997529711,,,,11.59843200111731,25.24442785760195,-0.2648735845795507,-0.18954094672445934,0.4005156062657796,,,,,,,,
2011-03-21 00:00:00-04:00,11.596484697642545,11.720091016676722,11.40171197846681,11.454150199890137,15339694,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.003610158077695269,-0.006175086928826956,,0.003603657098698738,,,,11.576234800928514,33.00210721966967,-0.2567629784122918,-0.20298535306202584,0.38098482649946924,,,,,,,,
2011-03-22 00:00:00-04:00,11.427931894916103,11.435423676172398,11.229412847012224,11.319308280944824,24534814,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.011772319778607931,-0.007227347405333151,,-0.011842162214560017,11.829651880264283,,,11.536707644007947,25.400141765675187,-0.25823906137760133,-0.21403609472514096,0.37055048390484163,,24891938.35,0.9856530116305707,,,11.829651880264283,12.745871391471107,10.913432369057459
2011-03-23 00:00:00-04:00,11.319309896248136,11.53281083966249,11.22566898269187,11.487863540649414,14780621,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.014890950535231928,0.03161799768153761,-0.06636216866853561,0.014781168825563233,11.78882451057434,,,11.529193166568174,28.269291219837513,-0.24300663772580933,-0.21983020332527464,0.360918856345178,0.015084271721798654,24175550.6,0.6113871507853061,,,11.78882451057434,12.688591970901543,10.889057050247137
2011-03-24 00:00:00-04:00,11.592739939851494,11.896136283874512,11.499098191805082,11.896136283874512,21461695,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.035539484063371596,0.060433561991567464,-0.040193373981090574,0.03492253155955541,11.763916063308717,,,11.585645953846072,47.67224972713713,-0.19573433041683863,-0.21501102874358746,0.3598482902841808,0.0172906668004641,24122898.45,0.8896814387576216,,,11.763916063308717,12.619610591172465,10.908221535444968
2011-03-25 00:00:00-04:00,11.948574710327602,12.128364718031253,11.869915680176684,11.873661994934082,18922702,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.0018892091015210166,0.04036769063943435,-0.05738934631450654,-0.0018909959078241244,11.727770614624024,,,11.629956114013458,52.0325236910415,-0.1582598525213914,-0.20366079349914826,0.34352803318204395,0.01675145123572069,23834119.45,0.793933337444946,,,11.727770614624024,12.491502787680803,10.964038441567245
2011-03-28 00:00:00-04:00,11.918611390161201,11.918611390161201,11.345528676668874,11.364256858825684,56859581,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.04290210857659049,-0.007848102172199112,-0.09459850141273729,-0.04384960287181654,11.66840238571167,,,11.58907930552303,39.116150703843275,-0.16773228266299078,-0.19647509133191676,0.3697474506205748,0.019002064272279358,25719808.1,2.210731152383676,,,11.66840238571167,12.341733897663682,10.995070873759657
2011-03-29 00:00:00-04:00,11.345529207817055,11.667653786247707,11.345529207817055,11.641434669494629,24536477,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.02439031554040283,0.028458133708760158,-0.03747270576220274,0.024097621511356058,11.645741415023803,,,11.597133976903276,48.0798872051798,-0.1511311728611613,-0.18740630763776567,0.36519907035527205,0.01853415595376979,25419564.85,0.9652595213485725,,,11.645741415023803,12.288482117411498,11.003000712636108
2011-03-30 00:00:00-04:00,11.72383819719114,11.93733912630791,11.648925471362832,11.847444534301758,23129410,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.0176962608695439,0.03130094576593634,-0.03212964891232728,0.017541505110093825,11.626076889038085,,,11.635643293426119,54.03817947771754,-0.11996847741515637,-0.17391874159324383,0.35717269504591886,0.01879540513416465,25528979.65,0.9060060494818876,,,11.626076889038085,12.213888530215582,11.038265247860588
2011-03-31 00:00:00-04:00,11.839954357721108,11.873665258661275,11.61521614976652,11.626453399658203,25469294,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.01865306345209905,-0.022669787717703782,-0.057394521868500914,-0.018829225926189668,11.590680599212646,,,11.63422946361567,50.82878329534113,-0.11181502047130465,-0.161497997368856,0.3582428926186085,0.019042787069098895,25807339.9,0.9869011722513873,,,11.590680599212646,12.07506453413486,11.106296664290433
2011-04-01 00:00:00-04:00,11.776275767157465,11.881153916940907,11.499098527359557,11.74631118774414,21220056,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.010309058486353218,-0.010725486984914712,-0.020306162974112807,0.010256282546515031,11.578507280349731,,,11.65147280578928,53.98108945571196,-0.09459143412415116,-0.14811668471991504,0.3641290474636164,0.018288671577789836,25531818.95,0.8311219831832624,,,11.578507280349731,12.031906310156748,11.125108250542715
2011-04-04 00:00:00-04:00,11.746309074208718,11.851186356386672,11.562772769479086,11.757545471191406,16849166,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.0009564094861531647,0.03460750819445679,-0.00349219217605079,0.000955952418006888,11.576447105407714,,,11.667791677389607,56.680711419365146,-0.07912302409997096,-0.13431795259592624,0.3531596340807935,0.017943019962754277,25013447.0,0.67360432170744,,,11.576447105407714,12.025990526782703,11.126903684032726
2011-04-05 00:00:00-04:00,11.753799676854827,12.304407687153242,11.723834257100233,11.926097869873047,30537065,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.014335679083243402,0.02445258754269819,0.005367299269744441,0.01423389484665632,11.57963056564331,,,11.707531091617827,65.40144455215315,-0.05265643715941515,-0.11798564950862403,0.3617210505262664,0.01819464683114371,25225635.7,1.2105568067012085,,,11.57963056564331,12.038505994851679,11.12075513643494
2011-04-06 00:00:00-04:00,12.034724057961682,12.2145140691637,11.847443114568417,11.92984676361084,16991489,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.0003143437005714844,0.00695527453793976,0.01659740280426414,0.00031429430494163884,11.58936915397644,,,11.741733502693675,64.30718473808267,-0.031021376811981582,-0.10059279496929555,0.3571723540835678,0.018004662008048934,24721032.7,0.6873292554643157,,,11.58936915397644,12.069891511156888,11.108846796795993
2011-04-07 00:00:00-04:00,11.884898832666758,11.959811550831562,11.66765161049495,11.809986114501953,23063832,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.010047123947517389,0.015785786820351033,0.014478580157220478,-0.01009793693340213,11.597796726226807,,,11.752233904510334,58.229851911096844,-0.023278844254308595,-0.08513000482629816,0.3483438705887834,0.018064637653102598,24469746.95,0.9425447695526741,,,11.597796726226807,12.087979031883181,11.107614420570433
2011-04-08 00:00:00-04:00,11.836206253002805,11.941084407024222,11.574012565418778,11.663908004760742,13410619,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.012369033149144504,-0.007015239224155478,0.007115232879609135,-0.01244616634163853,11.601916980743407,,,11.738645304548859,54.16672192060937,-0.028600426141419888,-0.07382408908932252,0.35182192797417855,0.01826242190757887,24158776.05,0.5551034113750146,,,11.601916980743407,12.09290727405494,11.110926687431874
2011-04-11 00:00:00-04:00,11.70136253322661,11.862426065919825,11.581502523351437,11.682634353637695,13919558,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.0016054952481887597,-0.006371322801792201,0.013649451799369938,0.0016042078184834276,11.609782695770264,,,11.73002823517791,57.56631485958898,-0.03094998610106714,-0.06524926849167144,0.35583522723778394,0.018219615628092843,23735764.85,0.5864381488427157,,,11.609782695770264,12.100646657866774,11.118918733673754
2011-04-12 00:00:00-04:00,11.551537744515999,11.74631046936221,11.465387780410174,11.49909782409668,17424396,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.01571020062644235,-0.035803835456945876,0.00854129651119706,-0.015834913731405983,11.614651966094971,,,11.694500479626951,50.23250471127968,-0.04707919371259628,-0.06161525353585641,0.35396242952217083,0.018419122829001416,23217975.05,0.7504700975204123,,,11.614651966094971,12.098710247360847,11.130593684829096
2011-04-13 00:00:00-04:00,11.57401352061511,11.618961668363013,11.390478009032691,11.487863540649414,17935474,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.000976970856246151,-0.03704852473961284,0.03161799768153761,-0.0009774484033315204,11.632256507873535,,,11.662710181322714,39.88867038867582,-0.060075704410156305,-0.06130734371071639,0.34112035210111546,0.017549516985550767,22384604.95,0.8012414800288893,,,11.632256507873535,12.0659761732809,11.19853684246617
2011-04-14 00:00:00-04:00,11.46538527485823,11.588991570479081,11.308068942917588,11.555280685424805,18985666,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.0058685537599605375,-0.02156695415284071,0.030049350869276514,0.005851400874049055,11.649111461639404,,,11.64618256656919,42.28664057709432,-0.06419552654826788,-0.06188498027822669,0.34272560850875283,0.017526678041682026,22244551.65,0.8534973551602242,,,11.649111461639404,12.039069899564526,11.259153023714282
2011-04-15 00:00:00-04:00,11.555285218035307,11.884900721093203,11.502846137240807,11.839953422546387,28271786,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.024635726718490902,0.015093176121913077,0.03741415283242078,0.024337160857562688,11.670461750030517,,,11.675993467488759,62.93287714280085,-0.04398279817898931,-0.058304543858379215,0.32908074210590055,0.01794093826052189,22182169.75,1.2745275290303826,,,11.670461750030517,12.052658071799753,11.288265428261282
2011-04-18 00:00:00-04:00,11.686381159236957,11.712600272268464,11.401712987279618,11.667652130126953,20319314,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,-0.014552531270209834,-0.0012824353700736646,0.018639700589823338,-0.01465945799091239,11.681136846542358,,,11.674710184817712,50.755885602291606,-0.041390218958124336,-0.054921678878328245,0.3373747318799089,0.018310570962179654,22431150.75,0.9058525006792173,,,11.681136846542358,12.049572997778851,11.312700695305866
2011-04-19 00:00:00-04:00,11.656415731142618,11.69012662556507,11.521573002187534,11.667652130126953,14595530,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.0,0.014658046101413635,0.030774305331761287,0.0,11.698554039001465,,,11.673624330249904,44.117555287354456,-0.03888731251490363,-0.05171480560564332,0.3282782437773557,0.018063099923603478,21934186.55,0.6654238107590089,,,11.698554039001465,12.02557711661513,11.3715309613878
2011-04-20 00:00:00-04:00,11.836205429327254,12.072180835086655,11.757547243652354,11.896136283874512,16564997,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.019582701918031242,0.035539484063371596,0.035539484063371596,0.019393427818856068,11.71896767616272,,,11.707856938499845,58.78042827964675,-0.0182565295323478,-0.04502315039098422,0.33871250063913766,0.018273056100895017,22023405.35,0.7521542076144005,,,11.71896767616272,12.041555361145397,11.396379991180043
2011-04-21 00:00:00-04:00,11.91486325434889,11.98602965161447,11.847442322928666,11.967302322387695,19924186,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.005982281710209536,0.035656566740312146,0.005982281710209536,0.005964458908337726,11.72252597808838,,,11.74777161294413,57.43070689294698,0.0037923038485665472,-0.03526005954307407,0.32132192486088434,0.016521041083249914,21946529.9,0.9078513136602977,,,11.72252597808838,12.054767652838002,11.390284303338756
2011-04-25 00:00:00-04:00,12.150838857414374,12.345611572265625,12.07967076138365,12.345611572265625,22101077,0.0,0.0,EBAY,eBay Inc.,Consumer Cyclical,0.03161190715222517,0.04270778200498082,0.03974760082718376,0.031122537370445326,11.746123456954956,,,11.839746991301283,65.85863656751118,0.05120232937830771,-0.017967581758797715,0.3277430436444803,0.017913308747446163,22105448.65,0.9998022365404469,,,11.746123456954956,12.176198912145669,11.316048001764244
