Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,NASDAQ Symbol,NextShares,Financial Status Clean,CQS Symbol Clean
Y,LCI,Lannett Co Inc Common Stock,N, ,N,100.0,N,LCI,N,Non-NASDAQ,LCI
Y,LCII,LCI Industries,N, ,N,100.0,N,LCII,N,Non-NASDAQ,LCII
Y,LCNB,LCNB Corporation - Common Stock,Q,S,N,100.0,N,LCNB,N,NASDAQ - Normal,Not Reported
Y,LCR,Leuthold Core ETF,P, ,Y,100.0,N,LCR,N,Non-NASDAQ,LCR
Y,LCTX,"Lineage Cell Therapeutics, Inc. Common Stock",A, ,N,100.0,N,LCTX,N,Non-NASDAQ,LCTX
Y,LCUT,"Lifetime Brands, Inc. - Common Stock",Q,Q,N,100.0,N,LCUT,N,NASDAQ - Normal,Not Reported
Y,LD,iPath Bloomberg Lead Subindex Total Return SM Index ETN,P, ,N,100.0,N,LD,N,Non-NASDAQ,LD
Y,LDEM,iShares ESG MSCI EM Leaders ETF,Q,G,Y,100.0,N,LDEM,N,NASDAQ - Normal,Not Reported
Y,LDL,"Lydall, Inc. Common Stock",N, ,N,100.0,N,LDL,N,Non-NASDAQ,LDL
Y,LDOS,"Leidos Holdings, Inc. Common Stock",N, ,N,100.0,N,LDOS,N,Non-NASDAQ,LDOS
Y,LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",N, ,N,100.0,N,LDP,N,Non-NASDAQ,LDP
Y,LDRS,Innovator IBD ETF Leaders ETF,P, ,Y,100.0,N,LDRS,N,Non-NASDAQ,LDRS
Y,LDSF,First Trust Low Duration Strategic Focus ETF,Q,G,Y,100.0,N,LDSF,N,NASDAQ - Normal,Not Reported
Y,LDUR,PIMCO Enhanced Low Duration Active Exchange-Traded Fund,P, ,Y,100.0,N,LDUR,N,Non-NASDAQ,LDUR
Y,LE,"Lands' End, Inc. - Common Stock",Q,S,N,100.0,N,LE,N,NASDAQ - Normal,Not Reported
Y,LEA,Lear Corporation Common Stock,N, ,N,100.0,N,LEA,N,Non-NASDAQ,LEA
Y,LEAD,Realty Shares DIVCON Leaders Dividend ETF,Z, ,Y,100.0,N,LEAD,N,Non-NASDAQ,LEAD
Y,LEAF,Leaf Group Ltd. Common Stock,N, ,N,100.0,N,LEAF,N,Non-NASDAQ,LEAF
Y,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",Q,Q,N,100.0,N,LECO,N,NASDAQ - Normal,Not Reported
Y,LEDS,SemiLEDS Corporation - Common Stock,Q,S,N,100.0,N,LEDS,N,NASDAQ - Deficient,Not Reported
Y,LEE,"Lee Enterprises, Incorporated Common Stock",N, ,N,100.0,N,LEE,N,Non-NASDAQ,LEE
Y,LEG,"Leggett & Platt, Incorporated Common Stock",N, ,N,100.0,N,LEG,N,Non-NASDAQ,LEG
Y,LEGH,Legacy Housing Corporation - Common Stock,Q,Q,N,100.0,N,LEGH,N,NASDAQ - Normal,Not Reported
Y,LEGR,First Trust Indxx Innovative Transaction & Process ETF,Q,G,Y,100.0,N,LEGR,N,NASDAQ - Normal,Not Reported
Y,LEJU,"Leju Holdings Limited American Depositary Shares, each representing one Ordinary share",N, ,N,100.0,N,LEJU,N,Non-NASDAQ,LEJU
Y,LEMB,iShares J.P. Morgan EM Local Currency Bond,P, ,Y,100.0,N,LEMB,N,Non-NASDAQ,LEMB
Y,LEN,Lennar Corporation Class A Common Stock,N, ,N,100.0,N,LEN,N,Non-NASDAQ,LEN
Y,LEND,Amplify CrowdBureau Peer-to-Peer  Lending & Crowdfunding ETF,P, ,Y,100.0,N,LEND,N,Non-NASDAQ,LEND
Y,LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",N, ,N,100.0,N,LEO,N,Non-NASDAQ,LEO
Y,LEU,Centrus Energy Corp. Class A Common Stock,A, ,N,100.0,N,LEU,N,Non-NASDAQ,LEU
Y,LEVI,Levi Strauss & Co Class A Common Stock,N, ,N,100.0,N,LEVI,N,Non-NASDAQ,LEVI
Y,LEVL,"Level One Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,LEVL,N,NASDAQ - Normal,Not Reported
Y,LFAC,LF Capital Acquistion Corp. - Class A Common Stock,Q,S,N,100.0,N,LFAC,N,NASDAQ - Normal,Not Reported
Y,LFACU,LF Capital Acquistion Corp. - Unit,Q,S,N,100.0,N,LFACU,N,NASDAQ - Normal,Not Reported
Y,LFC,China Life Insurance Company Limited American Depositary Shares,N, ,N,100.0,N,LFC,N,Non-NASDAQ,LFC
Y,LFEQ,VanEck Vectors Long/Flat Trend ETF,P, ,Y,100.0,N,LFEQ,N,Non-NASDAQ,LFEQ
Y,LFUS,"Littelfuse, Inc. - Common Stock",Q,Q,N,100.0,N,LFUS,N,NASDAQ - Normal,Not Reported
Y,LFVN,Lifevantage Corporation - Common Stock,Q,S,N,100.0,N,LFVN,N,NASDAQ - Normal,Not Reported
Y,LGC,"Legacy Acquisition Corp. Class A Common Stock, par value $0.0001 per share",N, ,N,100.0,N,LGC,N,Non-NASDAQ,LGC
Y,LGF.B,Lions Gate Entertainment Corporation Class B Non-Voting Shares,N, ,N,100.0,N,LGF.B,N,Non-NASDAQ,LGF.B
Y,LGH,HCM Defender 500 Index ETF,P, ,Y,100.0,N,LGH,N,Non-NASDAQ,LGH
Y,LGI,Lazard Global Total Return and Income Fund Common Stock,N, ,N,100.0,N,LGI,N,Non-NASDAQ,LGI
Y,LGIH,"LGI Homes, Inc. - Common Stock",Q,Q,N,100.0,N,LGIH,N,NASDAQ - Normal,Not Reported
Y,LGL,"LGL Group, Inc. (The) Common Stock",A, ,N,100.0,N,LGL,N,Non-NASDAQ,LGL
Y,LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,P, ,Y,100.0,N,LGLV,N,Non-NASDAQ,LGLV
Y,LGND,Ligand Pharmaceuticals Incorporated - Common Stock,Q,G,N,100.0,N,LGND,N,NASDAQ - Normal,Not Reported
Y,LGOV,First Trust Long Duration Opportunities ETF,P, ,Y,100.0,N,LGOV,N,Non-NASDAQ,LGOV
Y,LH,Laboratory Corporation of America Holdings Common Stock,N, ,N,100.0,N,LH,N,Non-NASDAQ,LH
Y,LHC,Leo Holdings Corp. Class A Ordinary Shares,N, ,N,100.0,N,LHC,N,Non-NASDAQ,LHC
Y,LHCG,LHC Group - common stock,Q,Q,N,100.0,N,LHCG,N,NASDAQ - Normal,Not Reported
Y,LHX,"L3Harris Technologies, Inc. Common Stock",N, ,N,100.0,N,LHX,N,Non-NASDAQ,LHX
Y,LIFE,"aTyr Pharma, Inc. - Common Stock",Q,S,N,100.0,N,LIFE,N,NASDAQ - Normal,Not Reported
Y,LII,"Lennox International, Inc. Common Stock",N, ,N,100.0,N,LII,N,Non-NASDAQ,LII
Y,LILA,Liberty Latin America Ltd. - Class A Common Stock,Q,Q,N,100.0,N,LILA,N,NASDAQ - Normal,Not Reported
Y,LILAK,Liberty Latin America Ltd. - Class C Common Stock,Q,Q,N,100.0,N,LILAK,N,NASDAQ - Normal,Not Reported
Y,LIN,Linde plc Ordinary Share,N, ,N,100.0,N,LIN,N,Non-NASDAQ,LIN
Y,LINC,Lincoln Educational Services Corporation - Common Stock,Q,Q,N,100.0,N,LINC,N,NASDAQ - Normal,Not Reported
Y,LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,Q,S,N,100.0,N,LIND,N,NASDAQ - Normal,Not Reported
Y,LINX,"Linx S.A. American Depositary Shares, each representing one common share",N, ,N,100.0,N,LINX,N,Non-NASDAQ,LINX
Y,LIQT,"LiqTech International, Inc. - Common Stock",Q,S,N,100.0,N,LIQT,N,NASDAQ - Normal,Not Reported
Y,LIT,Global X Lithium & Battery Tech ETF,P, ,Y,100.0,N,LIT,N,Non-NASDAQ,LIT
Y,LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares",N, ,N,100.0,N,LITB,N,Non-NASDAQ,LITB
Y,LITE,Lumentum Holdings Inc. - Common Stock,Q,Q,N,100.0,N,LITE,N,NASDAQ - Normal,Not Reported
Y,LIVE,Live Ventures Incorporated - Common Stock,Q,S,N,100.0,N,LIVE,N,NASDAQ - Delinquent,Not Reported
Y,LIVK,LIV Capital Acquisition Corp. - Class A Ordinary Shares,Q,S,N,100.0,N,LIVK,N,NASDAQ - Normal,Not Reported
Y,LIVKU,LIV Capital Acquisition Corp. - Unit,Q,S,N,100.0,N,LIVKU,N,NASDAQ - Normal,Not Reported
Y,LIVN,LivaNova PLC - Ordinary Shares,Q,Q,N,100.0,N,LIVN,N,NASDAQ - Normal,Not Reported
Y,LIVX,"LiveXLive Media, Inc. - Common Stock",Q,S,N,100.0,N,LIVX,N,NASDAQ - Normal,Not Reported
Y,LIZI,LIZHI INC. - American Depositary Shares,Q,G,N,100.0,N,LIZI,N,NASDAQ - Normal,Not Reported
Y,LJPC,La Jolla Pharmaceutical Company - Common Stock,Q,S,N,100.0,N,LJPC,N,NASDAQ - Normal,Not Reported
Y,LK,Luckin Coffee Inc. - American Depositary Shares,Q,Q,N,100.0,N,LK,N,NASDAQ - Normal,Not Reported
Y,LKCO,Luokung Technology Corp - Ordinary Shares,Q,S,N,100.0,N,LKCO,N,NASDAQ - Normal,Not Reported
Y,LKFN,Lakeland Financial Corporation - Common Stock,Q,Q,N,100.0,N,LKFN,N,NASDAQ - Normal,Not Reported
Y,LKOR,FlexShares Trust FlexShares Credit-Scored US Long Corporate Bond Index Fund,Z, ,Y,100.0,N,LKOR,N,Non-NASDAQ,LKOR
Y,LKQ,LKQ Corporation - Common Stock,Q,Q,N,100.0,N,LKQ,N,NASDAQ - Normal,Not Reported
Y,LL,"Lumber Liquidators Holdings, Inc Common Stock",N, ,N,100.0,N,LL,N,Non-NASDAQ,LL
Y,LLEX,"Lilis Energy, Inc. Common Stock",A, ,N,100.0,N,LLEX,N,Non-NASDAQ,LLEX
Y,LLIT,Lianluo Smart Limited - Class A Common Stock,Q,S,N,100.0,N,LLIT,N,NASDAQ - Deficient,Not Reported
Y,LLNW,"Limelight Networks, Inc. - Common Stock",Q,Q,N,100.0,N,LLNW,N,NASDAQ - Normal,Not Reported
Y,LLY,Eli Lilly and Company Common Stock,N, ,N,100.0,N,LLY,N,Non-NASDAQ,LLY
Y,LM,"Legg Mason, Inc. Common Stock",N, ,N,100.0,N,LM,N,Non-NASDAQ,LM
Y,LMAT,"LeMaitre Vascular, Inc. - Common Stock",Q,G,N,100.0,N,LMAT,N,NASDAQ - Normal,Not Reported
Y,LMB,"Limbach Holdings, Inc. - Common Stock",Q,S,N,100.0,N,LMB,N,NASDAQ - Normal,Not Reported
Y,LMBS,First Trust Low Duration Opportunities ETF,Q,G,Y,100.0,N,LMBS,N,NASDAQ - Normal,Not Reported
Y,LMFA,"LM Funding America, Inc. - Common Stock",Q,S,N,100.0,N,LMFA,N,NASDAQ - Deficient,Not Reported
Y,LMHA,"Legg Mason, Inc. 6.375% Junior Subordinated Notes due 2056",N, ,N,100.0,N,LMHA,N,Non-NASDAQ,LMHA
Y,LMHB,"Legg Mason, Inc. 5.45% Junior Subordinated Notes due 2056",N, ,N,100.0,N,LMHB,N,Non-NASDAQ,LMHB
Y,LMLB,"ETRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN Series B due June 24, 2044",P, ,Y,100.0,N,LMLB,N,Non-NASDAQ,LMLB
Y,LMNL,Liminal BioSciences Inc. - Common Shares,Q,G,N,100.0,N,LMNL,N,NASDAQ - Normal,Not Reported
Y,LMNR,Limoneira Co - Common Stock,Q,Q,N,100.0,N,LMNR,N,NASDAQ - Normal,Not Reported
Y,LMNX,Luminex Corporation - Common Stock,Q,Q,N,100.0,N,LMNX,N,NASDAQ - Normal,Not Reported
Y,LMPX,"LMP Automotive Holdings, Inc. - Common Stock",Q,S,N,100.0,N,LMPX,N,NASDAQ - Normal,Not Reported
Y,LMRK,Landmark Infrastructure Partners LP - Common Units,Q,G,N,100.0,N,LMRK,N,NASDAQ - Normal,Not Reported
Y,LMRKN,Landmark Infrastructure Partners LP - Preferred Stock,Q,G,N,100.0,N,LMRKN,N,NASDAQ - Normal,Not Reported
Y,LMRKO,Landmark Infrastructure Partners LP - Preferred Units,Q,G,N,100.0,N,LMRKO,N,NASDAQ - Normal,Not Reported
Y,LMRKP,Landmark Infrastructure Partners LP - 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,Q,G,N,100.0,N,LMRKP,N,NASDAQ - Normal,Not Reported
Y,LMST,"Limestone Bancorp, Inc. - Common Stock",Q,S,N,100.0,N,LMST,N,NASDAQ - Normal,Not Reported
Y,LMT,Lockheed Martin Corporation Common Stock,N, ,N,100.0,N,LMT,N,Non-NASDAQ,LMT
Y,LN,LINE Corporation American Depositary Shares (each representing one share of Common Stock),N, ,N,100.0,N,LN,N,Non-NASDAQ,LN
Y,LNC,Lincoln National Corporation Common Stock,N, ,N,100.0,N,LNC,N,Non-NASDAQ,LNC
Y,LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),N, ,N,100.0,N,LND,N,Non-NASDAQ,LND
Y,LNDC,Landec Corporation - Common Stock,Q,Q,N,100.0,N,LNDC,N,NASDAQ - Normal,Not Reported
Y,LNG,"Cheniere Energy, Inc. Common Stock",A, ,N,100.0,N,LNG,N,Non-NASDAQ,LNG
Y,LNGR,Global X Longevity Thematic ETF,Q,G,Y,100.0,N,LNGR,N,NASDAQ - Normal,Not Reported
Y,LNN,Lindsay Corporation Common Stock,N, ,N,100.0,N,LNN,N,Non-NASDAQ,LNN
Y,LNT,Alliant Energy Corporation - Common Stock,Q,Q,N,100.0,N,LNT,N,NASDAQ - Normal,Not Reported
Y,LNTH,"Lantheus Holdings, Inc. - Common Stock",Q,G,N,100.0,N,LNTH,N,NASDAQ - Normal,Not Reported
Y,LOAC,Longevity Acquisition Corporation - Ordinary Shares,Q,S,N,100.0,N,LOAC,N,NASDAQ - Normal,Not Reported
Y,LOACU,Longevity Acquisition Corporation - Units,Q,S,N,100.0,N,LOACU,N,NASDAQ - Normal,Not Reported
Y,LOAN,"Manhattan Bridge Capital, Inc - Common Stock",Q,S,N,100.0,N,LOAN,N,NASDAQ - Normal,Not Reported
Y,LOB,"Live Oak Bancshares, Inc. - Common Stock",Q,Q,N,100.0,N,LOB,N,NASDAQ - Normal,Not Reported
Y,LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,LOCO,N,NASDAQ - Normal,Not Reported
Y,LODE,"Comstock Mining, Inc. Common Stock",A, ,N,100.0,N,LODE,N,Non-NASDAQ,LODE
Y,LOGC,"LogicBio Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,LOGC,N,NASDAQ - Normal,Not Reported
Y,LOGI,Logitech International S.A. - Registered Shares,Q,Q,N,100.0,N,LOGI,N,NASDAQ - Normal,Not Reported
Y,LOGM,"LogMeIn, Inc. - Common Stock",Q,Q,N,100.0,N,LOGM,N,NASDAQ - Normal,Not Reported
Y,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,N, ,N,100.0,N,LOMA,N,Non-NASDAQ,LOMA
Y,LONE,Lonestar Resources US Inc. - Class A Common Stock,Q,G,N,100.0,N,LONE,N,NASDAQ - Normal,Not Reported
Y,LOOP,"Loop Industries, Inc. - Common Stock",Q,G,N,100.0,N,LOOP,N,NASDAQ - Normal,Not Reported
Y,LOPE,"Grand Canyon Education, Inc. - Common Stock",Q,Q,N,100.0,N,LOPE,N,NASDAQ - Normal,Not Reported
Y,LORL,"Loral Space and Communications, Inc. - Common Stock",Q,Q,N,100.0,N,LORL,N,NASDAQ - Normal,Not Reported
Y,LOUP,Innovator Loup Frontier Tech E,P, ,Y,100.0,N,LOUP,N,Non-NASDAQ,LOUP
Y,LOV,"Spark Networks, Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share)",A, ,N,100.0,N,LOV,N,Non-NASDAQ,LOV
Y,LOVE,The Lovesac Company - Common Stock,Q,G,N,100.0,N,LOVE,N,NASDAQ - Normal,Not Reported
Y,LOW,"Lowe's Companies, Inc. Common Stock",N, ,N,100.0,N,LOW,N,Non-NASDAQ,LOW
Y,LOWC,SPDR MSCI ACWI Low Carbon Target ETF,P, ,Y,100.0,N,LOWC,N,Non-NASDAQ,LOWC
Y,LPCN,Lipocine Inc. - Common Stock,Q,S,N,100.0,N,LPCN,N,NASDAQ - Deficient,Not Reported
Y,LPG,Dorian LPG Ltd. Common Stock,N, ,N,100.0,N,LPG,N,Non-NASDAQ,LPG
Y,LPI,"Laredo Petroleum, Inc. Common Stock",N, ,N,100.0,N,LPI,N,Non-NASDAQ,LPI
Y,LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",N, ,N,100.0,N,LPL,N,Non-NASDAQ,LPL
Y,LPLA,LPL Financial Holdings Inc. - Common Stock,Q,Q,N,100.0,N,LPLA,N,NASDAQ - Normal,Not Reported
Y,LPSN,"LivePerson, Inc. - Common Stock",Q,Q,N,100.0,N,LPSN,N,NASDAQ - Normal,Not Reported
Y,LPTH,"LightPath Technologies, Inc. - Class A Common Stock",Q,S,N,100.0,N,LPTH,N,NASDAQ - Normal,Not Reported
Y,LPTX,"Leap Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,LPTX,N,NASDAQ - Normal,Not Reported
Y,LPX,Louisiana-Pacific Corporation Common Stock,N, ,N,100.0,N,LPX,N,Non-NASDAQ,LPX
Y,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,P, ,Y,100.0,N,LQD,N,Non-NASDAQ,LQD
Y,LQDA,"Liquidia Technologies, Inc. - Common Stock",Q,S,N,100.0,N,LQDA,N,NASDAQ - Normal,Not Reported
Y,LQDH,iShares Interest Rate Hedged Corporate Bond ETF,P, ,Y,100.0,N,LQDH,N,Non-NASDAQ,LQDH
Y,LQDI,iShares Inflation Hedged Corporate Bond ETF,Z, ,Y,100.0,N,LQDI,N,Non-NASDAQ,LQDI
Y,LQDT,"Liquidity Services, Inc. - Common Stock",Q,Q,N,100.0,N,LQDT,N,NASDAQ - Normal,Not Reported
Y,LRCX,Lam Research Corporation - Common Stock,Q,Q,N,100.0,N,LRCX,N,NASDAQ - Normal,Not Reported
Y,LRGE,ClearBridge Large Cap Growth ESG ETF,Q,G,Y,100.0,N,LRGE,N,NASDAQ - Normal,Not Reported
Y,LRGF,iShares Edge MSCI Multifactor USA ETF,P, ,Y,100.0,N,LRGF,N,Non-NASDAQ,LRGF
Y,LRN,K12 Inc Common Stock,N, ,N,100.0,N,LRN,N,Non-NASDAQ,LRN
Y,LRNZ,"TrueMark Technology, AI & Deep Learning ETF",P, ,Y,100.0,N,LRNZ,N,Non-NASDAQ,LRNZ
Y,LSAF,LeaderShares AlphaFactor US Core Equity ETF,P, ,Y,100.0,N,LSAF,N,Non-NASDAQ,LSAF
Y,LSBK,"Lake Shore Bancorp, Inc. - Common Stock",Q,G,N,100.0,N,LSBK,N,NASDAQ - Normal,Not Reported
Y,LSCC,Lattice Semiconductor Corporation - Common Stock,Q,Q,N,100.0,N,LSCC,N,NASDAQ - Normal,Not Reported
Y,LSI,"Life Storage, Inc. Common Stock",N, ,N,100.0,N,LSI,N,Non-NASDAQ,LSI
Y,LSLT,Salt Low truBeta US Market ETF,Z, ,Y,100.0,N,LSLT,N,Non-NASDAQ,LSLT
Y,LSST,Natixis ETF Trust Natixis Loomis Sayles Short Duration Income ETF,P, ,Y,100.0,N,LSST,N,Non-NASDAQ,LSST
Y,LSTR,"Landstar System, Inc. - Common Stock",Q,Q,N,100.0,N,LSTR,N,NASDAQ - Normal,Not Reported
Y,LSXMA,Liberty Media Corporation - Series A Liberty SiriusXM Common Stock,Q,Q,N,100.0,N,LSXMA,N,NASDAQ - Normal,Not Reported
Y,LSXMB,Liberty Media Corporation - Series B Liberty SiriusXM Common Stock,Q,Q,N,100.0,N,LSXMB,N,NASDAQ - Normal,Not Reported
Y,LSXMK,Liberty Media Corporation - Series C Liberty SiriusXM Common Stock,Q,Q,N,100.0,N,LSXMK,N,NASDAQ - Normal,Not Reported
Y,LTBR,Lightbridge Corporation - Common Stock,Q,S,N,100.0,N,LTBR,N,NASDAQ - Normal,Not Reported
Y,LTC,"LTC Properties, Inc. Common Stock",N, ,N,100.0,N,LTC,N,Non-NASDAQ,LTC
Y,LTHM,Livent Corporation Common Stock,N, ,N,100.0,N,LTHM,N,Non-NASDAQ,LTHM
Y,LTL,ProShares Ultra Telecommunications ProShares,P, ,Y,100.0,N,LTL,N,Non-NASDAQ,LTL
Y,LTM,LATAM Airlines Group S.A.,N, ,N,100.0,N,LTM,N,Non-NASDAQ,LTM
Y,LTPZ,Pimco 15  Year U.S. TIPS Index Exchange-Traded Fund,P, ,Y,100.0,N,LTPZ,N,Non-NASDAQ,LTPZ
Y,LTRPA,"Liberty TripAdvisor Holdings, Inc. - Series A Common Stock",Q,Q,N,100.0,N,LTRPA,N,NASDAQ - Normal,Not Reported
Y,LTRPB,"Liberty TripAdvisor Holdings, Inc. - Series B Common Stock",Q,Q,N,100.0,N,LTRPB,N,NASDAQ - Normal,Not Reported
Y,LTRX,"Lantronix, Inc. - Common Stock",Q,S,N,100.0,N,LTRX,N,NASDAQ - Normal,Not Reported
Y,LUB,"Luby's, Inc. Common Stock",N, ,N,100.0,N,LUB,N,Non-NASDAQ,LUB
Y,LULU,lululemon athletica inc. - Common Stock,Q,Q,N,100.0,N,LULU,N,NASDAQ - Normal,Not Reported
Y,LUMO,"Lumos Pharma, Inc. - Common Stock",Q,G,N,100.0,N,LUMO,N,NASDAQ - Normal,Not Reported
Y,LUNA,Luna Innovations Incorporated - Common Stock,Q,S,N,100.0,N,LUNA,N,NASDAQ - Normal,Not Reported
Y,LUV,Southwest Airlines Company Common Stock,N, ,N,100.0,N,LUV,N,Non-NASDAQ,LUV
Y,LVGO,"Livongo Health, Inc. - common stock",Q,Q,N,100.0,N,LVGO,N,NASDAQ - Normal,Not Reported
Y,LVHB,Innovator Lunt Low Vol/High Beta Tactical ETF,Z, ,Y,100.0,N,LVHB,N,Non-NASDAQ,LVHB
Y,LVHD,Legg Mason Low Volatility High Dividend ETF,Q,G,Y,100.0,N,LVHD,N,NASDAQ - Normal,Not Reported
Y,LVHE,Legg Mason Emerging Markets Low Volatility High Dividend ETF,Z, ,Y,100.0,N,LVHE,N,Non-NASDAQ,LVHE
Y,LVHI,Legg Mason International Low Volatility High Dividend ETF,Z, ,Y,100.0,N,LVHI,N,Non-NASDAQ,LVHI
Y,LVS,Las Vegas Sands Corp. Common Stock,N, ,N,100.0,N,LVS,N,Non-NASDAQ,LVS
Y,LVUS,Hartford Multifactor Low Volatility US Equity ETF,Z, ,Y,100.0,N,LVUS,N,Non-NASDAQ,LVUS
Y,LW,"Lamb Weston Holdings, Inc. Common Stock ",N, ,N,100.0,N,LW,N,Non-NASDAQ,LW
Y,LWAY,"Lifeway Foods, Inc. - Common Stock",Q,G,N,100.0,N,LWAY,N,NASDAQ - Normal,Not Reported
Y,LX,LexinFintech Holdings Ltd. - American Depositary Shares,Q,G,N,100.0,N,LX,N,NASDAQ - Normal,Not Reported
Y,LXFR,Luxfer Holdings PLC Ordinary Shares,N, ,N,100.0,N,LXFR,N,Non-NASDAQ,LXFR
Y,LXP,Lexington Realty Trust Common Stock,N, ,N,100.0,N,LXP,N,Non-NASDAQ,LXP
Y,LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,LXRX,N,NASDAQ - Normal,Not Reported
Y,LXU,"LSB Industries, Inc. Common Stock",N, ,N,100.0,N,LXU,N,Non-NASDAQ,LXU
Y,LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),N, ,N,100.0,N,LYB,N,Non-NASDAQ,LYB
Y,LYFT,"Lyft, Inc. - Class A Common Stock",Q,Q,N,100.0,N,LYFT,N,NASDAQ - Normal,Not Reported
Y,LYG,Lloyds Banking Group Plc American Depositary Shares,N, ,N,100.0,N,LYG,N,Non-NASDAQ,LYG
Y,LYL,Dragon Victory International Limited - Ordinary Shares,Q,S,N,100.0,N,LYL,N,NASDAQ - Normal,Not Reported
Y,LYTS,LSI Industries Inc. - Common Stock,Q,Q,N,100.0,N,LYTS,N,NASDAQ - Normal,Not Reported
Y,LYV,"Live Nation Entertainment, Inc. Common Stock",N, ,N,100.0,N,LYV,N,Non-NASDAQ,LYV
Y,LZB,La-Z-Boy Incorporated Common Stock,N, ,N,100.0,N,LZB,N,Non-NASDAQ,LZB
Y,M,Macy's Inc Common Stock,N, ,N,100.0,N,M,N,Non-NASDAQ,M
Y,MA,Mastercard Incorporated Common Stock,N, ,N,100.0,N,MA,N,Non-NASDAQ,MA
Y,MAA,"Mid-America Apartment Communities, Inc. Common Stock",N, ,N,100.0,N,MAA,N,Non-NASDAQ,MAA
Y,MAAX,VanEck Vectors Municipal Allocation ETF,Z, ,Y,100.0,N,MAAX,N,Non-NASDAQ,MAAX
Y,MAC,Macerich Company (The) Common Stock,N, ,N,100.0,N,MAC,N,Non-NASDAQ,MAC
Y,MACK,"Merrimack Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,MACK,N,NASDAQ - Normal,Not Reported
Y,MAG,MAG Silver Corporation Ordinary Shares,A, ,N,100.0,N,MAG,N,Non-NASDAQ,MAG
Y,MAGA,Point Bridge GOP Stock Tracker ETF,Z, ,Y,100.0,N,MAGA,N,Non-NASDAQ,MAGA
Y,MAGS,Magal Security Systems Ltd. - Ordinary Shares,Q,G,N,100.0,N,MAGS,N,NASDAQ - Normal,Not Reported
Y,MAIN,Main Street Capital Corporation Common Stock,N, ,N,100.0,N,MAIN,N,Non-NASDAQ,MAIN
Y,MAN,ManpowerGroup Common Stock,N, ,N,100.0,N,MAN,N,Non-NASDAQ,MAN
Y,MANH,"Manhattan Associates, Inc. - Common Stock",Q,Q,N,100.0,N,MANH,N,NASDAQ - Normal,Not Reported
Y,MANT,ManTech International Corporation - Class A Common Stock,Q,Q,N,100.0,N,MANT,N,NASDAQ - Normal,Not Reported
Y,MANU,Manchester United Ltd. Class A Ordinary Shares,N, ,N,100.0,N,MANU,N,Non-NASDAQ,MANU
Y,MAR,Marriott International - Class A Common Stock,Q,Q,N,100.0,N,MAR,N,NASDAQ - Normal,Not Reported
Y,MARA,"Marathon Patent Group, Inc. - Common Stock",Q,S,N,100.0,N,MARA,N,NASDAQ - Normal,Not Reported
Y,MARB,First Trust Merger Arbitrage ETF,P, ,Y,100.0,N,MARB,N,Non-NASDAQ,MARB
Y,MARK,"Remark Holdings, Inc. - Common Stock",Q,S,N,100.0,N,MARK,N,NASDAQ - Deficient,Not Reported
Y,MARPS,Marine Petroleum Trust - Units of Beneficial Interest,Q,S,N,100.0,N,MARPS,N,NASDAQ - Normal,Not Reported
Y,MAS,Masco Corporation Common Stock,N, ,N,100.0,N,MAS,N,Non-NASDAQ,MAS
Y,MASI,Masimo Corporation - Common Stock,Q,Q,N,100.0,N,MASI,N,NASDAQ - Normal,Not Reported
Y,MAT,"Mattel, Inc. - Common Stock",Q,Q,N,100.0,N,MAT,N,NASDAQ - Normal,Not Reported
Y,MATW,Matthews International Corporation - Class A Common Stock,Q,Q,N,100.0,N,MATW,N,NASDAQ - Normal,Not Reported
Y,MATX,"Matson, Inc. Common Stock",N, ,N,100.0,N,MATX,N,Non-NASDAQ,MATX
Y,MAV,Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,MAV,N,Non-NASDAQ,MAV
Y,MAXR,Maxar Technologies Inc.,N, ,N,100.0,N,MAXR,N,Non-NASDAQ,MAXR
Y,MAYS,"J. W. Mays, Inc. - Common Stock",Q,S,N,100.0,N,MAYS,N,NASDAQ - Normal,Not Reported
