Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,NASDAQ Symbol,NextShares,Financial Status Clean,CQS Symbol Clean
Y,BPFH,"Boston Private Financial Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,BPFH,N,NASDAQ - Normal,Not Reported
Y,BPMC,Blueprint Medicines Corporation - Common Stock,Q,Q,N,100.0,N,BPMC,N,NASDAQ - Normal,Not Reported
Y,BPMP,BP Midstream Partners LP Common Units representing Limited Partner Interests,N, ,N,100.0,N,BPMP,N,Non-NASDAQ,BPMP
Y,BPMX,BioPharmX Corporation Common Stock,A, ,N,100.0,N,BPMX,N,Non-NASDAQ,BPMX
Y,BPOP,"Popular, Inc. - Common Stock",Q,Q,N,100.0,N,BPOP,N,NASDAQ - Normal,Not Reported
Y,BPOPM,"Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",Q,Q,N,100.0,N,BPOPM,N,NASDAQ - Normal,Not Reported
Y,BPOPN,"Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities",Q,Q,N,100.0,N,BPOPN,N,NASDAQ - Normal,Not Reported
Y,BPRN,The Bank of Princeton - Common Stock,Q,Q,N,100.0,N,BPRN,N,NASDAQ - Normal,Not Reported
Y,BPT,BP Prudhoe Bay Royalty Trust Common Stock,N, ,N,100.0,N,BPT,N,Non-NASDAQ,BPT
Y,BPTH,"Bio-Path Holdings, Inc. - Common Stock",Q,S,N,100.0,N,BPTH,N,NASDAQ - Normal,Not Reported
Y,BPY,Brookfield Property Partners L.P. - Limited Partnership Units,Q,Q,N,100.0,N,BPY,N,NASDAQ - Normal,Not Reported
Y,BPYPN,"Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3",Q,Q,N,100.0,N,BPYPN,N,NASDAQ - Normal,Not Reported
Y,BPYPO,"Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2",Q,Q,N,100.0,N,BPYPO,N,NASDAQ - Normal,Not Reported
Y,BPYPP,Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,Q,Q,N,100.0,N,BPYPP,N,NASDAQ - Normal,Not Reported
Y,BPYU,Brookfield Property REIT Inc. - Class A Common Stock,Q,Q,N,100.0,N,BPYU,N,NASDAQ - Normal,Not Reported
Y,BPYUP,Brookfield Property REIT Inc. - 6.375% Series A Preferred Stock,Q,Q,N,100.0,N,BPYUP,N,NASDAQ - Normal,Not Reported
Y,BQH,Blackrock New York Municipal Bond Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,BQH,N,Non-NASDAQ,BQH
Y,BR,"Broadridge Financial Solutions, Inc.Common Stock",N, ,N,100.0,N,BR,N,Non-NASDAQ,BR
Y,BRBR,"BellRing Brands, Inc. Class A Common Stock",N, ,N,100.0,N,BRBR,N,Non-NASDAQ,BRBR
Y,BRBS,"Blue Ridge Bankshares, Inc. Common Stock",A, ,N,100.0,N,BRBS,N,Non-NASDAQ,BRBS
Y,BRC,Brady Corporation Common Stock,N, ,N,100.0,N,BRC,N,Non-NASDAQ,BRC
Y,BREW,"Craft Brew Alliance, Inc. - Common Stock",Q,Q,N,100.0,N,BREW,N,NASDAQ - Normal,Not Reported
Y,BRF,VanEck Vectors Brazil Small-Cap ETF,P, ,Y,100.0,N,BRF,N,Non-NASDAQ,BRF
Y,BRFS,BRF S.A.,N, ,N,100.0,N,BRFS,N,Non-NASDAQ,BRFS
Y,BRG,"Bluerock Residential Growth REIT, Inc. Class A Common Stock",A, ,N,100.0,N,BRG,N,Non-NASDAQ,BRG
Y,BRID,Bridgford Foods Corporation - Common Stock,Q,G,N,100.0,N,BRID,N,NASDAQ - Normal,Not Reported
Y,BRKL,"Brookline Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,BRKL,N,NASDAQ - Normal,Not Reported
Y,BRKR,Bruker Corporation - Common Stock,Q,Q,N,100.0,N,BRKR,N,NASDAQ - Normal,Not Reported
Y,BRKS,"Brooks Automation, Inc. - Common Stock",Q,Q,N,100.0,N,BRKS,N,NASDAQ - Normal,Not Reported
Y,BRMK,Broadmark Realty Capital Inc. Common Stock,N, ,N,100.0,N,BRMK,N,Non-NASDAQ,BRMK
Y,BRN,"Barnwell Industries, Inc. Common Stock",A, ,N,100.0,N,BRN,N,Non-NASDAQ,BRN
Y,BRO,"Brown & Brown, Inc. Common Stock",N, ,N,100.0,N,BRO,N,Non-NASDAQ,BRO
Y,BROG,Brooge Holdings Limited  - Ordinary Shares,Q,S,N,100.0,N,BROG,N,NASDAQ - Normal,Not Reported
Y,BRP,"BRP Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,BRP,N,NASDAQ - Normal,Not Reported
Y,BRPA,Big Rock Partners Acquisition Corp. - Common Stock,Q,S,N,100.0,N,BRPA,N,NASDAQ - Deficient,Not Reported
Y,BRPAR,Big Rock Partners Acquisition Corp. - Right,Q,S,N,100.0,N,BRPAR,N,NASDAQ - Deficient,Not Reported
Y,BRPAU,Big Rock Partners Acquisition Corp. - Unit,Q,S,N,100.0,N,BRPAU,N,NASDAQ - Deficient,Not Reported
Y,BRQS,"Borqs Technologies, Inc.  - Ordinary Shares",Q,S,N,100.0,N,BRQS,N,NASDAQ - Normal,Not Reported
Y,BRT,BRT Apartments Corp. (MD) Common Stock,N, ,N,100.0,N,BRT,N,Non-NASDAQ,BRT
Y,BRX,Brixmor Property Group Inc. Common Stock,N, ,N,100.0,N,BRX,N,Non-NASDAQ,BRX
Y,BRY,Berry Corporation (bry) - Common Stock,Q,Q,N,100.0,N,BRY,N,NASDAQ - Normal,Not Reported
Y,BRZU,Direxion Daily Brazil Bull 2X Shares,P, ,Y,100.0,N,BRZU,N,Non-NASDAQ,BRZU
Y,BSA,BrightSphere Investment Group Inc. 5.125% Notes due 2031,N, ,N,100.0,N,BSA,N,Non-NASDAQ,BSA
Y,BSAC,Banco Santander - Chile ADS,N, ,N,100.0,N,BSAC,N,Non-NASDAQ,BSAC
Y,BSAE,Invesco BulletShares 2021 USD Emerging Markets Debt ETF,Q,G,Y,100.0,N,BSAE,N,NASDAQ - Normal,Not Reported
Y,BSBE,Invesco BulletShares 2022 USD Emerging Markets Debt ETF,Q,G,Y,100.0,N,BSBE,N,NASDAQ - Normal,Not Reported
Y,BSBK,Bogota Financial Corp. - Common Stock,Q,S,N,100.0,N,BSBK,N,NASDAQ - Normal,Not Reported
Y,BSBR,"Banco Santander Brasil SA American Depositary Shares, each representing one unit",N, ,N,100.0,N,BSBR,N,Non-NASDAQ,BSBR
Y,BSCE,Invesco BulletShares 2023 USD Emerging Markets Debt ETF,Q,G,Y,100.0,N,BSCE,N,NASDAQ - Normal,Not Reported
Y,BSCK,Invesco BulletShares 2020 Corporate Bond ETF,Q,G,Y,100.0,N,BSCK,N,NASDAQ - Normal,Not Reported
Y,BSCL,Invesco BulletShares 2021 Corporate Bond ETF,Q,G,Y,100.0,N,BSCL,N,NASDAQ - Normal,Not Reported
Y,BSCM,Invesco BulletShares 2022 Corporate Bond ETF,Q,G,Y,100.0,N,BSCM,N,NASDAQ - Normal,Not Reported
Y,BSCN,Invesco BulletShares 2023 Corporate Bond ETF,Q,G,Y,100.0,N,BSCN,N,NASDAQ - Normal,Not Reported
Y,BSCO,Invesco BulletShares 2024 Corporate Bond ETF,Q,G,Y,100.0,N,BSCO,N,NASDAQ - Normal,Not Reported
Y,BSCP,Invesco BulletShares 2025 Corporate Bond ETF,Q,G,Y,100.0,N,BSCP,N,NASDAQ - Normal,Not Reported
Y,BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,Q,G,Y,100.0,N,BSCQ,N,NASDAQ - Normal,Not Reported
Y,BSCR,Invesco BulletShares 2027 Corporate Bond ETF,Q,G,Y,100.0,N,BSCR,N,NASDAQ - Normal,Not Reported
Y,BSCS,Invesco BulletShares 2028 Corporate Bond ETF,Q,G,Y,100.0,N,BSCS,N,NASDAQ - Normal,Not Reported
Y,BSCT,Invesco BulletShares 2029 Corporate Bond ETF,Q,G,Y,100.0,N,BSCT,N,NASDAQ - Normal,Not Reported
Y,BSD,BlackRock Strategic Municipal Trust Inc. (The) Common Stock,N, ,N,100.0,N,BSD,N,Non-NASDAQ,BSD
Y,BSDE,Invesco BulletShares 2024 USD Emerging Markets Debt ETF,Q,G,Y,100.0,N,BSDE,N,NASDAQ - Normal,Not Reported
Y,BSE,Blackrock New York Municipal Income Quality Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,BSE,N,Non-NASDAQ,BSE
Y,BSEP,Innovator ETFs Trust Innovator S&P 500 Buffer ETF - September,Z, ,Y,100.0,N,BSEP,N,Non-NASDAQ,BSEP
Y,BSET,"Bassett Furniture Industries, Incorporated - Common Stock",Q,Q,N,100.0,N,BSET,N,NASDAQ - Normal,Not Reported
Y,BSGM,"BioSig Technologies, Inc. - Common Stock",Q,S,N,100.0,N,BSGM,N,NASDAQ - Normal,Not Reported
Y,BSIG,BrightSphere Investment Group Inc. Common Stock,N, ,N,100.0,N,BSIG,N,Non-NASDAQ,BSIG
Y,BSJK,Invesco BulletShares 2020 High Yield Corporate Bond ETF,Q,G,Y,100.0,N,BSJK,N,NASDAQ - Normal,Not Reported
Y,BSJL,Invesco BulletShares 2021 High Yield Corporate Bond ETF,Q,G,Y,100.0,N,BSJL,N,NASDAQ - Normal,Not Reported
Y,BSJM,Invesco BulletShares 2022 High Yield Corporate Bond ETF,Q,G,Y,100.0,N,BSJM,N,NASDAQ - Normal,Not Reported
Y,BSJN,Invesco BulletShares 2023 High Yield Corporate Bond ETF,Q,G,Y,100.0,N,BSJN,N,NASDAQ - Normal,Not Reported
Y,BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,Q,G,Y,100.0,N,BSJO,N,NASDAQ - Normal,Not Reported
Y,BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,Q,G,Y,100.0,N,BSJP,N,NASDAQ - Normal,Not Reported
Y,BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,Q,G,Y,100.0,N,BSJQ,N,NASDAQ - Normal,Not Reported
Y,BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,Q,G,Y,100.0,N,BSJR,N,NASDAQ - Normal,Not Reported
Y,BSL,Blackstone GSO Senior Floating Rate Term Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,BSL,N,Non-NASDAQ,BSL
Y,BSM,"Black Stone Minerals, L.P. Common units representing limited partner interests",N, ,N,100.0,N,BSM,N,Non-NASDAQ,BSM
Y,BSML,Invesco BulletShares 2021 Municipal Bond ETF,Q,G,Y,100.0,N,BSML,N,NASDAQ - Normal,Not Reported
Y,BSMM,Invesco BulletShares 2022 Municipal Bond ETF,Q,G,Y,100.0,N,BSMM,N,NASDAQ - Normal,Not Reported
Y,BSMN,Invesco BulletShares 2023 Municipal Bond ETF,Q,G,Y,100.0,N,BSMN,N,NASDAQ - Normal,Not Reported
Y,BSMO,Invesco BulletShares 2024 Municipal Bond ETF,Q,G,Y,100.0,N,BSMO,N,NASDAQ - Normal,Not Reported
Y,BSMP,Invesco BulletShares 2025 Municipal Bond ETF,Q,G,Y,100.0,N,BSMP,N,NASDAQ - Normal,Not Reported
Y,BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,Q,G,Y,100.0,N,BSMQ,N,NASDAQ - Normal,Not Reported
Y,BSMR,Invesco BulletShares 2027 Municipal Bond ETF,Q,G,Y,100.0,N,BSMR,N,NASDAQ - Normal,Not Reported
Y,BSMS,Invesco BulletShares 2028 Municipal Bond ETF,Q,G,Y,100.0,N,BSMS,N,NASDAQ - Normal,Not Reported
Y,BSMT,Invesco BulletShares 2029 Municipal Bond ETF,Q,G,Y,100.0,N,BSMT,N,NASDAQ - Normal,Not Reported
Y,BSMX,"Banco Santander Mexico, S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",N, ,N,100.0,N,BSMX,N,Non-NASDAQ,BSMX
Y,BSQR,BSQUARE Corporation - Common Stock,Q,S,N,100.0,N,BSQR,N,NASDAQ - Normal,Not Reported
Y,BSRR,Sierra Bancorp - Common Stock,Q,Q,N,100.0,N,BSRR,N,NASDAQ - Normal,Not Reported
Y,BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,BST,N,Non-NASDAQ,BST
Y,BSTC,BioSpecifics Technologies Corp - Common Stock,Q,G,N,100.0,N,BSTC,N,NASDAQ - Deficient,Not Reported
Y,BSTZ,BlackRock Science and Technology Trust II Common Shares of Beneficial Interest,N, ,N,100.0,N,BSTZ,N,Non-NASDAQ,BSTZ
Y,BSV,Vanguard Short-Term Bond ETF,P, ,Y,100.0,N,BSV,N,Non-NASDAQ,BSV
Y,BSVN,Bank7 Corp. - Common stock,Q,Q,N,100.0,N,BSVN,N,NASDAQ - Normal,Not Reported
Y,BSX,Boston Scientific Corporation Common Stock,N, ,N,100.0,N,BSX,N,Non-NASDAQ,BSX
Y,BTA,BlackRock Long-Term Municipal Advantage Trust BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,BTA,N,Non-NASDAQ,BTA
Y,BTAI,"BioXcel Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,BTAI,N,NASDAQ - Normal,Not Reported
Y,BTAL,AGFiQ U.S. Market Neutral Anti-Beta Fund,P, ,Y,100.0,N,BTAL,N,Non-NASDAQ,BTAL
Y,BTE,Baytex Energy Corp,N, ,N,100.0,N,BTE,N,Non-NASDAQ,BTE
Y,BTEC,Principal Healthcare Innovators Index ETF,Q,G,Y,100.0,N,BTEC,N,NASDAQ - Normal,Not Reported
Y,BTG,B2Gold Corp Common shares (Canada),A, ,N,100.0,N,BTG,N,Non-NASDAQ,BTG
Y,BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",N, ,N,100.0,N,BTI,N,Non-NASDAQ,BTI
Y,BTN,"Ballantyne Strong, Inc. Common Stock",A, ,N,100.0,N,BTN,N,Non-NASDAQ,BTN
Y,BTO,John Hancock Financial Opportunities Fund Common Stock,N, ,N,100.0,N,BTO,N,Non-NASDAQ,BTO
Y,BTT,BlackRock Municipal 2030 Target Term Trust,N, ,N,100.0,N,BTT,N,Non-NASDAQ,BTT
Y,BTU,Peabody Energy Corporation Common Stock ,N, ,N,100.0,N,BTU,N,Non-NASDAQ,BTU
Y,BTYS,iPath Series B US Treasury 10-year Bear ETN,Z, ,Y,100.0,N,BTYS,N,Non-NASDAQ,BTYS
Y,BTZ,BlackRock Credit Allocation Income Trust,N, ,N,100.0,N,BTZ,N,Non-NASDAQ,BTZ
Y,BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),N, ,N,100.0,N,BUD,N,Non-NASDAQ,BUD
Y,BUG,Global X Cybersecurity ETF,Q,G,Y,100.0,N,BUG,N,NASDAQ - Normal,Not Reported
Y,BUI,"BlackRock Utility, Infrastructure & Power Opportunities Trust",N, ,N,100.0,N,BUI,N,Non-NASDAQ,BUI
Y,BUL,Pacer US Cash Cows Growth ETF,P, ,Y,100.0,N,BUL,N,Non-NASDAQ,BUL
Y,BURL,"Burlington Stores, Inc. Common Stock",N, ,N,100.0,N,BURL,N,Non-NASDAQ,BURL
Y,BUSE,First Busey Corporation - Common Stock,Q,Q,N,100.0,N,BUSE,N,NASDAQ - Normal,Not Reported
Y,BUY,USCF SummerHaven SHPEI Index Fund,P, ,Y,100.0,N,BUY,N,Non-NASDAQ,BUY
Y,BUYN,USCF SummerHaven SHPEN Index Fund,P, ,Y,100.0,N,BUYN,N,Non-NASDAQ,BUYN
Y,BUYZ,Franklin Disruptive Commerce ETF,Z, ,Y,100.0,N,BUYZ,N,Non-NASDAQ,BUYZ
Y,BV,"BrightView Holdings, Inc. Common Stock",N, ,N,100.0,N,BV,N,Non-NASDAQ,BV
Y,BVAL,Brand Value ETF,P, ,Y,100.0,N,BVAL,N,Non-NASDAQ,BVAL
Y,BVN,Buenaventura Mining Company Inc.,N, ,N,100.0,N,BVN,N,Non-NASDAQ,BVN
Y,BVSN,"BroadVision, Inc. - Common Stock",Q,S,N,100.0,N,BVSN,N,NASDAQ - Normal,Not Reported
Y,BVXV,BiondVax Pharmaceuticals Ltd. - American Depositary Shares,Q,S,N,100.0,N,BVXV,N,NASDAQ - Normal,Not Reported
Y,BW,"Babcock & Wilcox Enterprises, Inc. Common Stock",N, ,N,100.0,N,BW,N,Non-NASDAQ,BW
Y,BWA,BorgWarner Inc. Common Stock,N, ,N,100.0,N,BWA,N,Non-NASDAQ,BWA
Y,BWAY,Brainsway Ltd. - American Depositary Shares,Q,G,N,100.0,N,BWAY,N,NASDAQ - Normal,Not Reported
Y,BWB,"Bridgewater Bancshares, Inc. - Common Stock",Q,S,N,100.0,N,BWB,N,NASDAQ - Normal,Not Reported
Y,BWEN,"Broadwind Energy, Inc. - Common Stock",Q,S,N,100.0,N,BWEN,N,NASDAQ - Normal,Not Reported
Y,BWFG,"Bankwell Financial Group, Inc. - Common Stock",Q,G,N,100.0,N,BWFG,N,NASDAQ - Normal,Not Reported
Y,BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,N, ,N,100.0,N,BWG,N,Non-NASDAQ,BWG
Y,BWMX,"Betterware de Mexico, S.A. de C.V. - Ordinary Shares",Q,S,N,100.0,N,BWMX,N,NASDAQ - Normal,Not Reported
Y,BWX,SPDR Bloomberg Barclays Intl Treasury Bd,P, ,Y,100.0,N,BWX,N,Non-NASDAQ,BWX
Y,BWXT,"BWX Technologies, Inc. Common Stock",N, ,N,100.0,N,BWXT,N,Non-NASDAQ,BWXT
Y,BWZ,SPDR Bloomberg Barclays Short Term International Treasury Bond ETF,P, ,Y,100.0,N,BWZ,N,Non-NASDAQ,BWZ
Y,BX,The Blackstone Group Inc. Class A Common Stock,N, ,N,100.0,N,BX,N,Non-NASDAQ,BX
Y,BXC,Bluelinx Holdings Inc. Common Stock,N, ,N,100.0,N,BXC,N,Non-NASDAQ,BXC
Y,BXG,Bluegreen Vacations Corporation Common Stock,N, ,N,100.0,N,BXG,N,Non-NASDAQ,BXG
Y,BXMT,"Blackstone Mortgage Trust, Inc. Common Stock",N, ,N,100.0,N,BXMT,N,Non-NASDAQ,BXMT
Y,BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,BXMX,N,Non-NASDAQ,BXMX
Y,BXP,"Boston Properties, Inc. Common Stock",N, ,N,100.0,N,BXP,N,Non-NASDAQ,BXP
Y,BXRX,"Baudax Bio, Inc. - Common stock",Q,S,N,100.0,N,BXRX,N,NASDAQ - Normal,Not Reported
Y,BXS,BancorpSouth Bank Common Stock,N, ,N,100.0,N,BXS,N,Non-NASDAQ,BXS
Y,BY,"Byline Bancorp, Inc. Common Stock",N, ,N,100.0,N,BY,N,Non-NASDAQ,BY
Y,BYD,Boyd Gaming Corporation Common Stock,N, ,N,100.0,N,BYD,N,Non-NASDAQ,BYD
Y,BYFC,Broadway Financial Corporation - Common Stock,Q,S,N,100.0,N,BYFC,N,NASDAQ - Normal,Not Reported
Y,BYLD,iShares Yield Optimized Bond ETF,P, ,Y,100.0,N,BYLD,N,Non-NASDAQ,BYLD
Y,BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,BYM,N,Non-NASDAQ,BYM
Y,BYND,"Beyond Meat, Inc. - Common stock",Q,Q,N,100.0,N,BYND,N,NASDAQ - Normal,Not Reported
Y,BYSI,"BeyondSpring, Inc. - Ordinary Shares",Q,S,N,100.0,N,BYSI,N,NASDAQ - Normal,Not Reported
Y,BZH,"Beazer Homes USA, Inc. Common Stock",N, ,N,100.0,N,BZH,N,Non-NASDAQ,BZH
Y,BZM,BlackRock Maryland Municipal Bond Trust Common shares of beneficial interest,N, ,N,100.0,N,BZM,N,Non-NASDAQ,BZM
Y,BZQ,ProShares UltraShort MSCI Brazil Capped,P, ,Y,100.0,N,BZQ,N,Non-NASDAQ,BZQ
Y,BZUN,Baozun Inc. - American Depositary Shares,Q,Q,N,100.0,N,BZUN,N,NASDAQ - Normal,Not Reported
Y,C,"Citigroup, Inc. Common Stock",N, ,N,100.0,N,C,N,Non-NASDAQ,C
Y,CAAP,Corporacion America Airports SA Common Shares,N, ,N,100.0,N,CAAP,N,Non-NASDAQ,CAAP
Y,CAAS,"China Automotive Systems, Inc. - Common Stock",Q,S,N,100.0,N,CAAS,N,NASDAQ - Normal,Not Reported
Y,CABA,"Cabaletta Bio, Inc. - Common Stock",Q,Q,N,100.0,N,CABA,N,NASDAQ - Normal,Not Reported
Y,CABO,"Cable One, Inc. Common Stock",N, ,N,100.0,N,CABO,N,Non-NASDAQ,CABO
Y,CAC,Camden National Corporation - Common Stock,Q,Q,N,100.0,N,CAC,N,NASDAQ - Normal,Not Reported
Y,CACC,Credit Acceptance Corporation - Common Stock,Q,Q,N,100.0,N,CACC,N,NASDAQ - Normal,Not Reported
Y,CACG,ClearBridge All Cap Growth ETF,Q,G,Y,100.0,N,CACG,N,NASDAQ - Normal,Not Reported
Y,CACI,"CACI International, Inc. Class A Common Stock",N, ,N,100.0,N,CACI,N,Non-NASDAQ,CACI
Y,CADE,Cadence Bancorporation Class A Common Stock,N, ,N,100.0,N,CADE,N,Non-NASDAQ,CADE
Y,CAE,CAE Inc. Ordinary Shares,N, ,N,100.0,N,CAE,N,Non-NASDAQ,CAE
Y,CAF,Morgan Stanley China A Share Fund Inc. Common Stock,N, ,N,100.0,N,CAF,N,Non-NASDAQ,CAF
Y,CAG,"ConAgra Brands, Inc. Common Stock",N, ,N,100.0,N,CAG,N,Non-NASDAQ,CAG
Y,CAH,"Cardinal Health, Inc. Common Stock",N, ,N,100.0,N,CAH,N,Non-NASDAQ,CAH
Y,CAI,"CAI International, Inc. Common Stock",N, ,N,100.0,N,CAI,N,Non-NASDAQ,CAI
Y,CAJ,"Canon, Inc. American Depositary Shares",N, ,N,100.0,N,CAJ,N,Non-NASDAQ,CAJ
Y,CAKE,The Cheesecake Factory Incorporated - Common Stock,Q,Q,N,100.0,N,CAKE,N,NASDAQ - Normal,Not Reported
Y,CAL,"Caleres, Inc. Common Stock",N, ,N,100.0,N,CAL,N,Non-NASDAQ,CAL
Y,CALA,"Calithera Biosciences, Inc. - Common Stock",Q,Q,N,100.0,N,CALA,N,NASDAQ - Normal,Not Reported
Y,CALB,California BanCorp - Common Stock,Q,Q,N,100.0,N,CALB,N,NASDAQ - Normal,Not Reported
Y,CALF,Pacer US Small Cap Cash Cows 100 ETF,Z, ,Y,100.0,N,CALF,N,Non-NASDAQ,CALF
Y,CALM,"Cal-Maine Foods, Inc. - Common Stock",Q,Q,N,100.0,N,CALM,N,NASDAQ - Normal,Not Reported
Y,CALX,"Calix, Inc Common Stock",N, ,N,100.0,N,CALX,N,Non-NASDAQ,CALX
Y,CAMP,CalAmp Corp. - Common Stock,Q,Q,N,100.0,N,CAMP,N,NASDAQ - Normal,Not Reported
Y,CAMT,Camtek Ltd. - Ordinary Shares,Q,G,N,100.0,N,CAMT,N,NASDAQ - Normal,Not Reported
Y,CAN,Canaan Inc. - American Depositary Shares,Q,G,N,100.0,N,CAN,N,NASDAQ - Normal,Not Reported
Y,CANE,Teucrium Sugar Fund ETV,P, ,Y,100.0,N,CANE,N,Non-NASDAQ,CANE
Y,CANF,Can-Fite Biopharma Ltd Sponsored ADR (Israel),A, ,N,100.0,N,CANF,N,Non-NASDAQ,CANF
Y,CANG,"Cango Inc. American Depositary Shares,  each representing two (2) Class A Ordinary Shares",N, ,N,100.0,N,CANG,N,Non-NASDAQ,CANG
Y,CAPE,iPath Shiller CAPE ETN,P, ,N,100.0,N,CAPE,N,Non-NASDAQ,CAPE
Y,CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,N, ,N,100.0,N,CAPL,N,Non-NASDAQ,CAPL
Y,CAPR,"Capricor Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,CAPR,N,NASDAQ - Normal,Not Reported
Y,CAR,"Avis Budget Group, Inc. - Common Stock",Q,Q,N,100.0,N,CAR,N,NASDAQ - Normal,Not Reported
Y,CARA,"Cara Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,CARA,N,NASDAQ - Normal,Not Reported
Y,CARE,Carter Bank & Trust - Common Stock,Q,Q,N,100.0,N,CARE,N,NASDAQ - Normal,Not Reported
Y,CARG,"CarGurus, Inc. - Class A Common Stock",Q,Q,N,100.0,N,CARG,N,NASDAQ - Normal,Not Reported
Y,CARO,Carolina Financial Corporation - Common Stock,Q,S,N,100.0,N,CARO,N,NASDAQ - Normal,Not Reported
Y,CARR.V,Carrier Global Corporation Common Stock When Issued,N, ,N,100.0,N,CARR#,N,Non-NASDAQ,CARRw
Y,CARS,Cars.com Inc. Common Stock ,N, ,N,100.0,N,CARS,N,Non-NASDAQ,CARS
Y,CARV,"Carver Bancorp, Inc. - Common Stock",Q,S,N,100.0,N,CARV,N,NASDAQ - Normal,Not Reported
Y,CARZ,First Trust NASDAQ Global Auto Index Fund,Q,G,Y,100.0,N,CARZ,N,NASDAQ - Normal,Not Reported
Y,CASA,"Casa Systems, Inc. - Common Stock",Q,Q,N,100.0,N,CASA,N,NASDAQ - Normal,Not Reported
Y,CASH,"Meta Financial Group, Inc. - Common Stock",Q,Q,N,100.0,N,CASH,N,NASDAQ - Normal,Not Reported
Y,CASI,"CASI Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,CASI,N,NASDAQ - Normal,Not Reported
Y,CASS,"Cass Information Systems, Inc - Common Stock",Q,Q,N,100.0,N,CASS,N,NASDAQ - Normal,Not Reported
Y,CASY,"Caseys General Stores, Inc. - Common Stock",Q,Q,N,100.0,N,CASY,N,NASDAQ - Normal,Not Reported
Y,CAT,"Caterpillar, Inc. Common Stock",N, ,N,100.0,N,CAT,N,Non-NASDAQ,CAT
Y,CATB,"Catabasis Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,CATB,N,NASDAQ - Normal,Not Reported
Y,CATC,Cambridge Bancorp - Common Stock,Q,S,N,100.0,N,CATC,N,NASDAQ - Normal,Not Reported
Y,CATH,Global X S&P 500 Catholic Values ETF,Q,G,Y,100.0,N,CATH,N,NASDAQ - Normal,Not Reported
Y,CATM,Cardtronics plc - Common Stock,Q,Q,N,100.0,N,CATM,N,NASDAQ - Normal,Not Reported
Y,CATO,Cato Corporation (The) Class A Common Stock,N, ,N,100.0,N,CATO,N,Non-NASDAQ,CATO
Y,CATS,"Catasys, Inc. - Common Stock",Q,S,N,100.0,N,CATS,N,NASDAQ - Normal,Not Reported
Y,CATY,Cathay General Bancorp - Common Stock,Q,Q,N,100.0,N,CATY,N,NASDAQ - Normal,Not Reported
Y,CB,Chubb Limited  Common Stock,N, ,N,100.0,N,CB,N,Non-NASDAQ,CB
Y,CBAN,"Colony Bankcorp, Inc. - Common Stock",Q,G,N,100.0,N,CBAN,N,NASDAQ - Normal,Not Reported
Y,CBAT,"CBAK Energy Technology, Inc. - Common Stock",Q,S,N,100.0,N,CBAT,N,NASDAQ - Deficient,Not Reported
Y,CBAY,CymaBay Therapeutics Inc. - Common Stock,Q,Q,N,100.0,N,CBAY,N,NASDAQ - Normal,Not Reported
Y,CBB,Cincinnati Bell Inc. Common Stock,N, ,N,100.0,N,CBB,N,Non-NASDAQ,CBB
Y,CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,N, ,N,100.0,N,CBD,N,Non-NASDAQ,CBD
Y,CBFV,"CB Financial Services, Inc. - Common Stock",Q,G,N,100.0,N,CBFV,N,NASDAQ - Normal,Not Reported
